Id,ActivityTypeOrg,ActivityType,Executable,DisplayText,ContentInfo,Payload,ClipboardPayload,StartTime,EndTime,Duration,LastModifiedTime,LastModifiedTimeOnClient,CreatedTime,ExpirationTime,OperationExpirationTime,OperationOrder,AppId,OperationType,Description,PlatformDeviceId,DevicePlatform,TimeZone
236597c6-08e7-cbd9-edfe-39103649b8c9,6,InFocus,System\WindowsPowerShell\v1.0\PowerShell_ISE.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":9,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:22:11,2025-06-04 11:22:20,00:00:09,2025-06-04 11:22:20,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,32,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
b4e3f617-aa51-6b27-f260-4c018d60614e,6,InFocus,System\WindowsPowerShell\v1.0\powershell.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":7,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:22:32,2025-06-04 11:22:39,00:00:07,2025-06-04 11:22:39,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,33,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
330d7ae4-0be5-c214-1714-23b211462a3f,6,InFocus,System\WindowsPowerShell\v1.0\PowerShell_ISE.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":25,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:22:21,2025-06-04 11:22:53,00:00:32,2025-06-04 11:22:32,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,34,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
42e449b4-049c-ef00-9c11-df7967fb0543,6,InFocus,System\WindowsPowerShell\v1.0\powershell.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":6,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:22:55,2025-06-04 11:23:01,00:00:06,2025-06-04 11:23:01,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,35,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
38c5ce22-d594-4e06-fc81-b4407565e87d,6,InFocus,System\WindowsPowerShell\v1.0\PowerShell_ISE.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":9,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:23:11,2025-06-04 11:23:20,00:00:09,2025-06-04 11:23:20,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,36,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
d54f8b37-85cf-d0ac-ee91-9db69afc9487,6,InFocus,Chrome,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":214,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:21:11,2025-06-04 11:27:11,00:06:00,2025-06-04 11:22:00,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,43,"[{""application"":""Chrome"",""platform"":""windows_win32""},{""application"":""Chrome"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
c6980a37-6545-df23-2c69-77b8c81ae0bf,6,InFocus,System\WindowsPowerShell\v1.0\PowerShell_ISE.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":60,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:23:21,2025-06-04 11:27:15,00:03:54,2025-06-04 11:23:37,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,44,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
fe2a0121-f92c-c387-fddb-404ab6b8636f,6,InFocus,System\WindowsPowerShell\v1.0\powershell.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":8,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:27:18,2025-06-04 11:27:26,00:00:08,2025-06-04 11:27:26,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,45,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
93500192-2faa-f5ee-f79c-bef17dd9b194,6,InFocus,System\WindowsPowerShell\v1.0\PowerShell_ISE.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":8,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:28:42,2025-06-04 11:28:50,00:00:08,2025-06-04 11:28:50,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,46,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
7765352f-d782-43af-ddb9-d9cb9ee815ef,6,InFocus,System\WindowsPowerShell\v1.0\powershell.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":78,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":1},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:29:00,2025-06-04 11:30:18,00:01:18,2025-06-04 11:30:18,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,54,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\powershell.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
081a0955-3429-c2f1-8f89-a4f5d0e2aa1d,6,InFocus,System\WindowsPowerShell\v1.0\PowerShell_ISE.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":22,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":1},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:28:51,2025-06-04 11:30:37,00:01:46,2025-06-04 11:28:58,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,55,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\WindowsPowerShell\\v1.0\\PowerShell_ISE.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
3afc7527-dc84-9971-5b09-b0fe460c6ef9,6,InFocus,Microsoft.Windows.Explorer,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":172,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":1},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:14:05,2025-06-04 11:30:44,00:16:39,2025-06-04 11:14:13,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,56,"[{""application"":""Microsoft.Windows.Explorer"",""platform"":""windows_win32""},{""application"":""Microsoft.Windows.Explorer"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
f1a52f79-85ed-d77e-dda5-1a0733cd3dc4,5,ExecuteOpen,Microsoft.Windows.Shell.RunDialog,Run,,"{""displayText"":""Run"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""Run"",""backgroundColor"":""black""}",,2025-06-04 11:39:31,,,2025-06-04 11:39:31,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,59,"[{""application"":""Microsoft.Windows.Shell.RunDialog"",""platform"":""windows_win32""},{""application"":""Microsoft.Windows.Shell.RunDialog"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
0721ba49-e2fd-4fd4-d052-bde4f74b895d,6,InFocus,Microsoft.Windows.Shell.RunDialog,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":10,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:39:31,2025-06-04 11:39:51,00:00:20,2025-06-04 11:39:39,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,61,"[{""application"":""Microsoft.Windows.Shell.RunDialog"",""platform"":""windows_win32""},{""application"":""Microsoft.Windows.Shell.RunDialog"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
17b9cdd9-5aac-93ed-1853-39b6f24ca8a8,5,ExecuteOpen,System\mshta.exe,mshta.exe,,"{""displayText"":""mshta.exe"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""mshta.exe"",""backgroundColor"":""black""}",,2025-06-04 11:39:52,,,2025-06-04 11:39:52,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,62,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\mshta.exe"",""platform"":""x_exe_path""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\mshta.exe"",""platform"":""x_exe_path""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\mshta.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
b6aba7bb-91aa-95dc-d1da-9a771db44b9c,6,InFocus,System\mshta.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":5,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:39:52,2025-06-04 11:39:57,00:00:05,2025-06-04 11:39:57,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,63,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\mshta.exe"",""platform"":""x_exe_path""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\mshta.exe"",""platform"":""x_exe_path""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\mshta.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
18f0a899-c64a-a803-6fb3-db417d255181,6,InFocus,Microsoft.Windows.Shell.RunDialog,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":2,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:40:10,2025-06-04 11:40:12,00:00:02,2025-06-04 11:40:12,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,65,"[{""application"":""Microsoft.Windows.Shell.RunDialog"",""platform"":""windows_win32""},{""application"":""Microsoft.Windows.Shell.RunDialog"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
cc8aba75-ccf7-16d4-e0d6-42231af484fe,5,ExecuteOpen,C:\Users\Machine\Desktop\kape\KAPE\kape.exe,kape.exe,,"{""displayText"":""kape.exe"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""kape.exe"",""backgroundColor"":""black""}",,2025-06-04 11:41:11,,,2025-06-04 11:41:11,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,66,"[{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\kape.exe"",""platform"":""x_exe_path""},{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\kape.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
698584cc-5c41-8b1a-743e-0ca9ac2be224,6,InFocus,C:\Users\Machine\Desktop\kape\KAPE\kape.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":6,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:41:11,2025-06-04 11:41:17,00:00:06,2025-06-04 11:41:17,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,67,"[{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\kape.exe"",""platform"":""x_exe_path""},{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\kape.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
9b53fee9-cd46-94c3-179f-6e8da3a3b90b,5,ExecuteOpen,C:\Users\Machine\Desktop\kape\KAPE\gkape.exe,gkape.exe,,"{""displayText"":""gkape.exe"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""gkape.exe"",""backgroundColor"":""black""}",,2025-06-04 11:41:47,,,2025-06-04 11:41:47,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,68,"[{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\gkape.exe"",""platform"":""x_exe_path""},{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\gkape.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
2a8a378f-1072-3326-a470-bf107af4abcb,5,ExecuteOpen,System\notepad.exe,2025-06-04T11_43_00_3202908_ConsoleLog.txt (Notepad),C:\Users\Machine\Downloads\2025-06-04T11_43_00_3202908_ConsoleLog.txt (file:Unmapped GUID: //C:/Users/Machine/Downloads/2025-0604T11_43_00_3202908_ConsoleLog.txt?VolumeId={D01D9D6C-C3EB-49FF-8F5D-5368B0A86347}&ObjectId={B9A451DE-4134-11F0-8E24-000C290DF0E0}&KnownFolderId=Local Downloads&KnownFolderLength=26),"{""displayText"":""2025-06-04T11_43_00_3202908_ConsoleLog.txt"",""activationUri"":""ms-shellactivity:"",""appDisplayName"":""Notepad"",""description"":""C:\\Users\\Machine\\Downloads\\2025-06-04T11_43_00_3202908_ConsoleLog.txt"",""backgroundColor"":""black"",""contentUri"":""file:///C:/Users/Machine/Downloads/2025-06-04T11_43_00_3202908_ConsoleLog.txt?VolumeId={D01D9D6C-C3EB-49FF-8F5D-5368B0A86347}&ObjectId={B9A451DE-4134-11F0-8E24-000C290DF0E0}&KnownFolderId=Local Downloads&KnownFolderLength=26""}",,2025-06-04 11:43:23,,,2025-06-04 11:43:23,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,69,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\notepad.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,
830033b3-1700-8a1b-cf5d-7c6f8ad43d06,6,InFocus,System\notepad.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":1,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:43:23,2025-06-04 11:43:24,00:00:01,2025-06-04 11:43:23,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,70,"[{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe"",""platform"":""windows_win32""},{""application"":""{D65231B0-B2F1-4857-A4CE-A8E7C6EA7D27}\\notepad.exe"",""platform"":""windows_win32""},{""application"":""{1AC14E77-02E7-4E5D-B744-2EB1AE5198B7}\\notepad.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
3c15caea-1fba-f7a7-f1a8-0c9b73b259ea,6,InFocus,C:\Users\Machine\Desktop\kape\KAPE\kape.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":22,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:42:59,2025-06-04 11:43:31,00:00:32,2025-06-04 11:43:16,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,71,"[{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\kape.exe"",""platform"":""x_exe_path""},{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\kape.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
9d35c728-9906-db3b-3661-29e2ffdfe504,6,InFocus,C:\Users\Machine\Desktop\kape\KAPE\kape.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":15,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:43:50,2025-06-04 11:44:05,00:00:15,2025-06-04 11:44:06,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,72,"[{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\kape.exe"",""platform"":""x_exe_path""},{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\kape.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
15323702-3270-c3c1-19a0-48dde5e2398c,6,InFocus,C:\Users\Machine\Desktop\kape\KAPE\kape.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":105,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":3},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:44:17,2025-06-04 11:46:02,00:01:45,2025-06-04 11:46:02,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,73,"[{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\kape.exe"",""platform"":""x_exe_path""},{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\kape.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
7b34a4a8-829a-a88e-99cc-d971bd5edb48,6,InFocus,C:\Users\Machine\Desktop\kape\KAPE\gkape.exe,,,"{""type"":""UserEngaged"",""reportingApp"":""ShellActivityMonitor"",""activeDurationSeconds"":105,""shellContentDescription"":{""MergedGap"":600,""ActivityEngagementFlags"":1},""userTimezone"":""America/Los_Angeles""}",,2025-06-04 11:41:47,2025-06-04 11:46:05,00:04:18,2025-06-04 11:42:59,2025-06-04 12:32:30,2025-06-04 12:32:30,2025-07-04 12:32:30,2025-07-04 12:32:30,74,"[{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\gkape.exe"",""platform"":""x_exe_path""},{""application"":""C:\\Users\\Machine\\Desktop\\kape\\KAPE\\gkape.exe"",""platform"":""packageId""},{""application"":"""",""platform"":""alternateId""}]",1,,yKkaAqUvs/IS/KZSmJJ1jiAcGNCQ7e/O3LIeT2rt58c=,,America/Los_Angeles
